Time,Freq_Dev_Area1,Freq_Dev_Area2,Mechanical_Power_Area1,Mechanical_Power_Area2,Rotor_Angle_Area1,Rotor_Angle_Area2,Tie_Line_Power,UPFC_Series_Voltage,UPFC_Shunt_Voltage,SVC_Susceptance,SSSC_Series_Voltage,STATCOM_Current,AGC_Control_Area1,AGC_Control_Area2,UPFC_Series_Control,UPFC_Shunt_Control,SVC_Control,SSSC_Control,STATCOM_Control
0.1,-3.752281558441987e-06,4.668417238130585e-06,0.0003199099476227491,-0.0003013271351146692,-1.0149462436663229e-06,1.2598687768512379e-06,0.0002496053467128778,8.605839912586916e-06,6.463648567428875e-06,0.18457615019547996,1.000244140625,0.03347817758148226,0.003673527569023088,-0.0037288261123695652,4.371009596489723e-06,6.225512524646403e-06,0.19003233974669087,3.0,0.03347817758148226
0.11,-3.6789751322853623e-06,4.598513033235448e-06,0.00039442479783144207,-0.0003692946038399504,-1.250709047230359e-06,1.5531940828352979e-06,0.0007496901300568491,1.4597367056991245e-05,7.76479175424775e-06,0.18639524658132578,-0.9998779296875,0.054290030641603905,0.003970606826888559,-0.004304680582821455,2.0588894201395574e-05,9.065934941066625e-06,0.19185253573886318,-3.0,0.054290030641603905
0.12,-4.031297284404941e-06,5.068834113844182e-06,0.000472948864789879,-0.00043489698209777836,-1.4818658721969034e-06,1.8421271780882858e-06,0.00024972065026965403,9.745695121058594e-06,7.2562398921514685e-06,0.18821493698670444,1.00006103515625,0.08366485513020451,0.004247048643107581,-0.004231861090777861,4.894023185125943e-06,6.747688030055187e-06,0.19367400820284048,3.0,0.08366485513020451
0.13,-3.8048440320571917e-06,4.831661260680952e-06,0.0005530062187400919,-0.0005065469987618419,-1.7351597508593643e-06,2.16061141837465e-06,0.0007497113178267796,1.544105715482886e-05,8.264183237974486e-06,0.19003524540492195,-0.999969482421875,0.12242105383050511,0.004395190616612426,-0.004652796636120079,2.1136419188599128e-05,9.272126583797503e-06,0.1954961706595745,-3.0,0.12242105383050511
0.14,-3.998505255918234e-06,5.1301810405938585e-06,0.000633714885331705,-0.0005730004166144436,-1.974225152042681e-06,2.4641936487984436e-06,0.0002496949487191514,1.0010470365723714e-05,7.446064270649358e-06,0.19185614485799368,1.0000152587890625,0.21497728435870267,0.004512342667679607,-0.004416445489747051,4.579883576618568e-06,6.627945303324231e-06,0.19731884321720888,3.0,0.21497728435870264
0.15,-3.6112865151009455e-06,4.720277752054075e-06,0.0007125258586535339,-0.0006426306699881816,-2.225458646789339e-06,2.78653243017275e-06,0.0007496628372437325,1.5313862966987444e-05,8.134747072133245e-06,0.193677595591037,-0.9999923706054688,0.45292026897745097,0.004494293446304782,-0.004668732722389218,2.0617255568251175e-05,8.82342987361713e-06,0.19914194779016695,-3.0,0.45292026897745097
0.16,-3.6455344644790634e-06,4.848757648652452e-06,0.0007885577723291265,-0.000704215490225381,-2.452362470506319e-06,3.0831162283478783e-06,0.0002496365587787091,9.343513442646965e-06,6.994529519719053e-06,0.19549955463764734,1.0000038146972656,1.1450772064077317,0.004441895812131146,-0.004262195440187277,3.373163918306488e-06,5.854311967304861e-06,0.2009654317774784,3.0,1.1450772064077317
0.17,-3.1036968233570626e-06,4.275079131989378e-06,0.0008593355937259428,-0.000766211060857004,-2.6814181563466356e-06,3.3877726565087554e-06,0.000749601515748768,1.4228095200843565e-05,7.365203781267895e-06,0.19732197821606523,-0.9999980926513672,3.473867517177145,0.00425453815288036,-0.004346369605744326,1.9112676959040165e-05,7.735878042816738e-06,0.20278924895131883,-3.0,3.473867517177145
0.18,-2.9914797879212022e-06,4.249507736580595e-06,0.0009241238308933877,-0.0008175371014942554,-2.876429179131206e-06,3.656383800400213e-06,0.00024957648318932855,7.77586848773343e-06,5.9179411130756825e-06,0.19914482233004713,1.0000009536743164,5.0,0.004036673515631049,-0.003777372232980255,1.323641774623294e-06,4.47067844488347e-06,0.2046133546719928,3.0,5.0
0.19,-2.3145392563868058e-06,3.5347762674957836e-06,0.0009806624397707695,-0.0008668483217864308,-3.064389397633118e-06,3.923388246132504e-06,0.000749545272512966,1.227056744545442e-05,5.999214191534085e-06,0.20096804292016318,-0.9999995231628418,5.0,0.0036912246790040517,-0.0037082181952394887,1.676526640317541e-05,6.080487269992488e-06,0.20643770469051137,-3.0,5.0
0.2,-2.0815704577238926e-06,3.38417083260302e-06,0.0010284958649020236,-0.000903315650310496,-3.2098161881193173e-06,4.14548478921347e-06,0.0002495259027293854,5.420363225615658e-06,4.2865445930834936e-06,0.20279159590251397,1.000000238418579,5.0,0.0033260429112057354,-0.0029983316129504104,-1.4298409942231048e-06,2.573874994632901e-06,0.20826225484956631,3.0,5.0
0.21,-1.3009352391850752e-06,2.5631264559399533e-06,0.001065703430991006,-0.0009358927168198434,-3.340605117277616e-06,4.35811851373744e-06,0.0007495016540118683,9.599080806605538e-06,4.132289996038858e-06,0.20461543717925515,-0.9999998807907104,5.0,0.0028472427601966602,-0.0028037929075496923,1.3777798387595416e-05,3.978035398994223e-06,0.21008696100947868,-3.0,5.0
