time,pi_freq_area1,pi_freq_area2,anfis_freq_area1,anfis_freq_area2,pi_control_area1,pi_control_area2,anfis_control_area1,anfis_control_area2,load_disturbance,wind_power,solar_power,tie_line_pi,tie_line_anfis
0.65,0.023629169854658412,0.02179039429055192,0.01750742011206141,0.014201046427935566,-0.06883603224572997,-0.05842854554757711,-0.256047916059658,-0.24990480917061828,-0.015221399821924442,0.4003268113090441,0.302300216754886,0.00011248183596619672,0.00017604224540668768
0.66,0.023937276307806513,0.022067880961843894,0.017665236618569214,0.014292889214767422,-0.0698935456942939,-0.05930951158212893,-0.25631908651352076,-0.25010718674794696,-0.015484378300223029,0.4036310977373514,0.3029964398787724,0.0001161593870944097,0.00018265499277493938
0.67,0.024256680098816798,0.022356556956029103,0.017824352371725728,0.014383443365163928,-0.07098313533300542,-0.06021938849527123,-0.25659459520454386,-0.2503046018815359,-0.05205657145016965,0.4010450414645368,0.3043669034582173,0.00011989817778633494,0.00018939968758254297
0.68,0.02457301307734896,0.022646670478954425,0.01799707783944335,0.014496304187338792,-0.072068843936264,-0.06113576297326797,-0.25689609915240486,-0.25054772452285257,0.017635542321579982,0.3993519757465933,0.30167986035741295,0.00012369842407191034,0.00019628150559566657
0.6900000000000001,0.024856882197595444,0.022895289026561766,0.018131208204911094,0.014560021927304623,-0.07307679932325137,-0.061959433812057034,-0.2571320032444592,-0.2506835639084897,0.0185856853758389,0.40292186576355454,0.3008981411787213,0.0001275511092686994,0.00020328305289987568
0.7000000000000001,0.025156292279014728,0.023158225012887022,0.018266447951311753,0.01462003163436003,-0.07412720003414776,-0.06281892705574688,-0.2573714473775204,-0.2508105680648309,-0.03242384026609256,0.3982708972391984,0.29862622836521574,0.00013147429561076674,0.00021042542545508862
0.71,0.025449626425394306,0.0234168769354764,0.018420605510894847,0.01470701313525695,-0.07516593091720143,-0.06367141212399269,-0.25764635771293026,-0.25099306428329926,-0.015862972862428912,0.4007592502916629,0.30358177622374394,0.00013547043014302214,0.00021771825808899206
0.72,0.025761954711482696,0.02370269368737067,0.0185670672829797,0.014787808328969622,-0.07625589508896019,-0.06458952028391059,-0.2579095171968683,-0.25116090652016454,-0.033064799551948,0.40106880144568047,0.3043445209403869,0.00013953592912285795,0.00022514544284026785
0.73,0.02605223355426481,0.023961851003351103,0.018720581432168662,0.014878332732739924,-0.07729421899856666,-0.06544916247170245,-0.2581874418941662,-0.25134705997959667,-0.011478052657649784,0.4001391954900492,0.2991221037809524,0.000143654451171082,0.000232703960748288
0.74,0.026331799871371617,0.02420258803798287,0.018860549371997368,0.01494690386486491,-0.07830911638979014,-0.06626908611977332,-0.2584427362621221,-0.2514867425391197,0.013009966355452885,0.4013105443686893,0.30101683292201314,0.0001478352162729094,0.00024038845814714548
0.75,0.026610830976473144,0.024443903371702783,0.018987669067723825,0.015000669053844085,-0.07932602412426162,-0.06709299432441786,-0.2586761827311406,-0.251595470366469,0.019103941448510225,0.4021355805923113,0.3001661029697359,0.0001520936399396869,0.0002482157491614104
0.76,0.026893717045872553,0.024688288962854223,0.01911084116973474,0.01504775781910712,-0.08035596390231063,-0.06792665236265756,-0.2589038386132859,-0.2516901261768178,0.003915560510639692,0.4001028393953256,0.29939405019352705,0.0001564274951492276,0.0002561897491891699
0.77,0.027190767237303726,0.024952306372108185,0.01923789400185151,0.015101631203244682,-0.0814248785877362,-0.06880836777403486,-0.25914019006207656,-0.25179776995022046,0.007414923607051744,0.39997211635124075,0.3029391720357372,0.00016083835131526427,0.0002643159158904251
0.78,0.027471469260342413,0.025200834559772924,0.01936142338789954,0.015156054931222743,-0.08245629127645702,-0.06965719178582126,-0.2593714878612125,-0.25190581225246944,0.008420627058012355,0.4025213910124472,0.29875659542238464,0.00016531527304565534,0.0002725884414876388
0.79,0.027749394214251374,0.025437826027941007,0.019485396481665567,0.015202977016355921,-0.08348409639180045,-0.0704820882489152,-0.2596051224839894,-0.2519983993360509,-0.024297246742081946,0.4002174024348504,0.30132376266080196,0.00016985654244679432,0.0002809991784009924
0.8,0.028047857546051255,0.025706936945095984,0.0196218582816559,0.015271965570378467,-0.08456682901185278,-0.07138381966476771,-0.2598640592114894,-0.2521335866408286,-0.03984356823899438,0.4025482783038486,0.3036377443016884,0.00017447967881941505,0.0002895640173316117
0.81,0.028340127619326062,0.02596863932509003,0.019766882813837157,0.015352000541050358,-0.08563758572647169,-0.07227139017133,-0.26014129994189394,-0.2522890243356455,0.020551449621796957,0.3988205237110055,0.30057492056849383,0.0001791615200213256,0.0002982638027541666
0.8200000000000001,0.028606783181511986,0.026199508572771285,0.01987646354592172,0.015388925338579162,-0.08664750603011465,-0.07309058403529738,-0.2603522069452474,-0.25236023434903854,-0.006468009625668632,0.40074550898294076,0.3018418015179302,0.00018390449660979764,0.00030709356729974015
0.8300000000000001,0.028873710299851196,0.026430249991529202,0.020000014929804952,0.015442856255980407,-0.08766130834956089,-0.0739120220483474,-0.2605914910575404,-0.2524636738706627,-0.029319850334919587,0.4005450747587125,0.3025429005527755,0.00018871904582727904,0.00031606864371442527
0.84,0.02916291355861724,0.026690321536105815,0.020133352726329868,0.015510514665925502,-0.0887342714591794,-0.07480378013777078,-0.2608515201235532,-0.25259249540438306,0.013303702668395385,0.40017536461006986,0.2990590019749992,0.00019360596644392303,0.00032518296106207436
0.85,0.02942652749100652,0.02691487061773079,0.02024359200110732,0.015545774319595421,-0.08974642462004469,-0.07561630660230326,-0.2610679252217464,-0.25265921389915874,-0.01417929044591599,0.4015440798415575,0.30524437052579806,0.0001985511504889459,0.00033442863718288307
0.86,0.029696740700312297,0.027154051485303653,0.020367568580955054,0.015604599197499213,-0.09077831853171286,-0.07646511716405918,-0.26131285378272723,-0.2527698915876661,0.01892099182289781,0.40282302750768006,0.30149123889605584,0.00020357446423549736,0.00034382427254590686
0.87,0.02995960824975149,0.02737811932347123,0.020474921838226544,0.01563672493973749,-0.09179500270430788,-0.0772816325044028,-0.2615262878055017,-0.2528300036040273,-0.009519433405485972,0.4024926357564071,0.3041281264563595,0.00020865984266551466,0.00035335021131281853
0.88,0.030234540562896928,0.027621342334215027,0.020594851992437307,0.015688657994371403,-0.09284514797392623,-0.07814488019478989,-0.26176622219657975,-0.25292668442185884,0.036412750176400735,0.401591789549914,0.30183693365703257,0.00021382282051807518,0.00036302660510979665
0.89,0.03049400845384519,0.02784386049840736,0.02068962209552833,0.015707779778192002,-0.09385974580274303,-0.07896295443791475,-0.2619569496587013,-0.2529621292191213,-0.015236092571543264,0.4034912012006415,0.3047891563867111,0.000219049216975439,0.00037283899310592845
0.9,0.03075163414859723,0.028065758410039676,0.02081086751255847,0.01576169336178498,-0.0948728296494063,-0.0797820429771795,-0.2622024290294905,-0.2530616231901286,-0.008547676863055086,0.4020584340663675,0.301641667493277,0.00022434951288631465,0.0003828026777406011
