ALLSKY_SFC_SW_DWN,WS10M,WS50M,T2M,RH2M,PRECTOTCORR,CLOUD_AMT,datetime
0.0,4.86,7.82,8.11,100.0,0.0,8.91,2023-01-15 03:00:00
0.0,4.5,7.75,8.04,100.0,0.0,17.69,2023-01-15 04:00:00
0.0,4.31,7.87,7.92,100.0,0.0,26.47,2023-01-15 05:00:00
0.0,4.23,7.93,7.84,100.0,0.0,35.22,2023-01-15 06:00:00
8.52,4.28,7.73,8.1,100.0,0.0,43.82,2023-01-15 07:00:00
131.2,5.95,7.58,10.9,90.98,0.0,47.51,2023-01-15 08:00:00
306.2,6.8,8.76,14.37,78.23,0.0,53.41,2023-01-15 09:00:00
446.0,10.21,13.09,18.11,65.02,0.0,64.59,2023-01-15 10:00:00
479.98,10.96,13.72,20.11,56.65,0.0,78.07,2023-01-15 11:00:00
438.38,11.13,13.9,21.46,51.54,0.0,88.02,2023-01-15 12:00:00
531.9,11.24,14.1,22.4,48.53,0.0,85.98,2023-01-15 13:00:00
355.58,10.91,13.79,22.86,47.2,0.0,88.42,2023-01-15 14:00:00
253.35,9.65,12.84,21.95,50.62,0.0,91.69,2023-01-15 15:00:00
137.6,7.71,11.41,20.64,56.79,0.0,91.0,2023-01-15 16:00:00
23.75,6.55,10.77,18.96,65.38,0.0,92.11,2023-01-15 17:00:00
0.0,5.55,9.82,17.18,76.13,0.0,90.4,2023-01-15 18:00:00
0.0,5.84,9.42,16.73,82.03,0.0,98.82,2023-01-15 19:00:00
0.0,6.68,9.81,16.41,87.91,0.0,99.17,2023-01-15 20:00:00
0.0,6.05,9.04,15.98,93.96,0.0,99.83,2023-01-15 21:00:00
0.0,5.5,8.66,15.71,97.34,0.0,99.95,2023-01-15 22:00:00
0.0,5.64,8.94,15.66,98.17,0.0,100.0,2023-01-15 23:00:00
0.0,6.65,10.09,16.06,96.02,0.0,99.32,2023-01-16 00:00:00
0.0,7.1,10.5,16.25,95.36,0.0,88.04,2023-01-16 01:00:00
0.0,6.91,10.4,16.16,96.15,0.0,95.08,2023-01-16 02:00:00
0.0,6.45,9.82,16.15,96.29,0.0,97.24,2023-01-16 03:00:00
0.0,5.7,9.22,16.09,96.93,0.0,97.16,2023-01-16 04:00:00
0.0,4.61,8.31,15.82,98.93,0.0,92.56,2023-01-16 05:00:00
0.0,3.11,6.76,15.0,100.0,0.0,83.53,2023-01-16 06:00:00
8.05,2.78,6.02,14.86,100.0,0.0,85.67,2023-01-16 07:00:00
114.47,3.84,5.28,17.2,91.24,0.0,84.72,2023-01-16 08:00:00
250.2,4.95,6.29,19.19,81.1,0.0,87.5,2023-01-16 09:00:00
369.95,5.55,6.6,21.25,69.53,0.0,89.21,2023-01-16 10:00:00
460.58,4.69,5.38,22.96,60.76,0.0,90.8,2023-01-16 11:00:00
477.27,3.64,4.11,24.16,54.57,0.0,91.02,2023-01-16 12:00:00
503.08,2.75,3.08,24.92,49.15,0.0,84.69,2023-01-16 13:00:00
349.35,2.01,2.31,25.29,44.89,0.0,99.01,2023-01-16 14:00:00
260.35,1.61,1.93,25.13,42.22,0.0,97.49,2023-01-16 15:00:00
138.65,1.11,1.56,23.98,48.07,0.0,96.98,2023-01-16 16:00:00
27.75,1.34,1.97,21.3,59.3,0.0,98.0,2023-01-16 17:00:00
0.0,2.22,3.44,18.78,64.72,0.0,97.44,2023-01-16 18:00:00
0.0,2.9,4.88,16.72,72.98,0.0,94.78,2023-01-16 19:00:00
0.0,3.28,5.97,15.58,76.92,0.0,95.9,2023-01-16 20:00:00
0.0,3.44,6.64,14.8,78.86,0.0,81.06,2023-01-16 21:00:00
0.0,3.51,7.06,14.12,79.21,0.0,61.01,2023-01-16 22:00:00
0.0,3.48,7.05,13.44,78.61,0.0,51.6,2023-01-16 23:00:00
0.0,3.44,6.85,12.83,77.32,0.0,90.0,2023-01-17 00:00:00
0.0,3.41,6.63,12.26,75.52,0.0,58.76,2023-01-17 01:00:00
0.0,3.36,6.36,11.71,73.38,0.0,40.47,2023-01-17 02:00:00
0.0,3.34,6.2,11.24,70.74,0.0,48.56,2023-01-17 03:00:00
0.0,3.36,6.23,10.83,68.81,0.0,12.56,2023-01-17 04:00:00
0.0,3.4,6.43,10.45,68.36,0.0,23.83,2023-01-17 05:00:00
0.0,3.41,6.55,10.14,68.94,0.0,26.82,2023-01-17 06:00:00
10.15,3.26,6.41,10.43,69.91,0.0,29.22,2023-01-17 07:00:00
149.93,3.38,5.54,14.15,56.62,0.0,27.29,2023-01-17 08:00:00
334.95,2.87,3.19,16.98,46.76,0.0,29.28,2023-01-17 09:00:00
484.7,1.26,1.47,20.27,43.03,0.0,31.77,2023-01-17 10:00:00
585.38,1.5,1.82,24.24,35.22,0.0,36.48,2023-01-17 11:00:00
626.6,2.74,3.14,25.67,32.76,0.0,67.21,2023-01-17 12:00:00
576.0,3.89,4.49,26.32,33.18,0.0,57.26,2023-01-17 13:00:00
475.45,4.86,5.74,26.37,36.61,0.0,67.97,2023-01-17 14:00:00
351.85,5.39,6.58,25.77,43.44,0.0,62.44,2023-01-17 15:00:00
186.5,4.37,6.47,24.2,55.5,0.0,57.42,2023-01-17 16:00:00
31.38,3.05,6.7,20.22,79.03,0.0,53.45,2023-01-17 17:00:00
0.0,3.42,7.64,18.73,88.91,0.0,48.43,2023-01-17 18:00:00
0.0,3.95,8.11,18.41,94.73,0.01,67.19,2023-01-17 19:00:00
0.0,4.61,8.05,18.04,99.93,0.03,59.52,2023-01-17 20:00:00
0.0,4.59,7.77,18.03,99.48,0.06,38.12,2023-01-17 21:00:00
0.0,4.15,7.43,17.87,99.72,0.07,58.24,2023-01-17 22:00:00
0.0,3.48,7.16,17.27,100.0,0.07,62.28,2023-01-17 23:00:00
0.0,3.31,7.1,16.97,100.0,0.09,72.86,2023-01-18 00:00:00
0.0,3.24,6.93,17.08,100.0,0.11,92.64,2023-01-18 01:00:00
0.0,3.06,6.67,17.14,100.0,0.14,98.94,2023-01-18 02:00:00
0.0,3.56,7.61,17.4,100.0,0.13,99.4,2023-01-18 03:00:00
0.0,3.66,7.47,17.66,100.0,0.17,99.63,2023-01-18 04:00:00
0.0,3.04,7.0,17.27,100.0,0.42,100.0,2023-01-18 05:00:00
0.0,3.45,7.25,17.7,100.0,4.23,99.96,2023-01-18 06:00:00
4.88,5.07,8.14,18.02,94.31,4.09,88.61,2023-01-18 07:00:00
99.7,7.25,9.74,17.38,84.53,3.83,62.17,2023-01-18 08:00:00
236.18,6.96,8.98,16.81,66.05,1.89,57.35,2023-01-18 09:00:00
384.9,6.65,8.3,19.76,39.64,0.2,52.8,2023-01-18 10:00:00
610.28,6.65,8.11,22.35,26.9,0.02,5.17,2023-01-18 11:00:00
663.58,6.51,7.87,23.4,22.26,0.0,3.08,2023-01-18 12:00:00
651.55,6.52,7.86,23.91,18.7,0.0,0.51,2023-01-18 13:00:00
568.58,6.9,8.48,23.88,16.7,0.0,0.37,2023-01-18 14:00:00
425.67,7.17,9.16,23.35,16.8,0.0,1.63,2023-01-18 15:00:00
239.02,5.71,8.97,21.6,21.82,0.0,2.89,2023-01-18 16:00:00
46.17,4.1,9.15,16.7,37.78,0.0,4.15,2023-01-18 17:00:00
0.0,4.41,9.89,14.61,42.19,0.0,5.4,2023-01-18 18:00:00
0.0,4.9,10.49,14.05,41.73,0.0,6.65,2023-01-18 19:00:00
0.0,5.5,10.86,13.52,41.4,0.0,25.1,2023-01-18 20:00:00
0.0,5.74,10.8,12.89,41.68,0.0,30.75,2023-01-18 21:00:00
0.0,5.82,10.73,12.31,41.89,0.0,22.56,2023-01-18 22:00:00
0.0,4.92,10.16,11.07,46.08,0.0,10.26,2023-01-18 23:00:00
0.0,4.65,10.0,10.22,48.52,0.0,11.28,2023-01-19 00:00:00
0.0,4.72,10.07,9.66,49.99,0.0,11.76,2023-01-19 01:00:00
0.0,4.73,9.91,9.09,51.96,0.0,0.01,2023-01-19 02:00:00
0.0,4.95,9.98,8.75,53.32,0.0,17.38,2023-01-19 03:00:00
0.0,4.74,9.51,8.01,57.13,0.0,18.91,2023-01-19 04:00:00
0.0,4.72,9.31,7.42,60.32,0.0,20.47,2023-01-19 05:00:00
0.0,4.61,9.05,6.84,63.17,0.0,20.51,2023-01-19 06:00:00
12.05,4.48,8.47,6.65,64.08,0.0,15.69,2023-01-19 07:00:00
168.23,5.01,6.23,9.04,53.25,0.0,8.65,2023-01-19 08:00:00
369.6,5.42,6.97,12.23,38.82,0.0,5.01,2023-01-19 09:00:00
540.47,5.52,6.55,14.68,30.72,0.0,1.03,2023-01-19 10:00:00
651.78,4.66,5.4,16.46,27.9,0.0,1.14,2023-01-19 11:00:00
695.28,3.89,4.46,17.95,25.9,0.0,1.26,2023-01-19 12:00:00
671.15,3.25,3.71,19.0,24.23,0.0,1.37,2023-01-19 13:00:00
570.47,2.65,3.02,19.45,23.55,0.0,16.94,2023-01-19 14:00:00
419.98,2.24,2.53,19.22,24.03,0.0,31.32,2023-01-19 15:00:00
226.82,1.66,2.25,18.03,31.52,0.0,46.17,2023-01-19 16:00:00
40.12,2.0,3.15,14.22,54.96,0.0,62.98,2023-01-19 17:00:00
0.0,2.82,4.72,11.64,59.54,0.0,80.28,2023-01-19 18:00:00
0.0,3.2,5.86,10.59,62.38,0.0,93.62,2023-01-19 19:00:00
0.0,3.26,6.35,9.96,64.72,0.0,99.12,2023-01-19 20:00:00
0.0,3.14,6.4,9.75,66.59,0.0,99.5,2023-01-19 21:00:00
0.0,3.07,6.3,9.41,68.28,0.0,99.41,2023-01-19 22:00:00
0.0,3.06,6.36,8.96,69.67,0.0,96.26,2023-01-19 23:00:00
0.0,3.13,6.7,8.43,70.0,0.0,61.83,2023-01-20 00:00:00
0.0,3.14,6.85,8.05,70.19,0.0,88.53,2023-01-20 01:00:00
0.0,3.08,6.79,7.6,71.29,0.0,75.46,2023-01-20 02:00:00
0.0,3.0,6.62,7.27,72.44,0.0,99.99,2023-01-20 03:00:00
0.0,2.92,6.41,6.96,74.32,0.0,99.0,2023-01-20 04:00:00
0.0,3.18,6.81,7.26,72.53,0.0,100.0,2023-01-20 05:00:00
0.0,3.92,6.66,7.78,69.45,0.0,100.0,2023-01-20 06:00:00
4.12,3.92,5.71,7.92,69.73,0.0,100.0,2023-01-20 07:00:00
48.0,3.95,4.76,8.46,67.82,0.0,98.11,2023-01-20 08:00:00
114.43,3.61,4.22,9.44,64.88,0.0,97.38,2023-01-20 09:00:00
146.12,3.9,4.89,10.99,58.03,0.0,97.71,2023-01-20 10:00:00
166.93,5.27,6.45,12.55,46.6,0.01,98.29,2023-01-20 11:00:00
247.35,5.13,6.14,13.17,42.69,0.02,98.07,2023-01-20 12:00:00
241.6,4.86,5.72,13.63,40.97,0.03,97.48,2023-01-20 13:00:00
226.2,4.64,5.43,13.82,40.64,0.03,99.01,2023-01-20 14:00:00
168.73,4.47,5.27,13.6,41.93,0.02,95.68,2023-01-20 15:00:00
98.28,4.19,5.2,12.89,45.63,0.01,92.15,2023-01-20 16:00:00
19.1,2.7,5.27,10.89,60.77,0.0,90.99,2023-01-20 17:00:00
0.0,2.59,5.65,9.57,70.82,0.0,81.97,2023-01-20 18:00:00
0.0,2.74,5.85,8.94,75.02,0.0,76.93,2023-01-20 19:00:00
0.0,2.72,5.91,7.98,81.84,0.0,95.89,2023-01-20 20:00:00
0.0,2.78,6.17,7.28,87.38,0.0,99.49,2023-01-20 21:00:00
0.0,2.96,6.5,6.96,90.26,0.0,98.48,2023-01-20 22:00:00
0.0,2.99,6.45,6.87,91.72,0.0,96.92,2023-01-20 23:00:00
0.0,3.03,6.36,7.02,91.53,0.0,93.34,2023-01-21 00:00:00
0.0,3.14,6.44,7.05,92.09,0.0,94.77,2023-01-21 01:00:00
0.0,3.46,6.75,6.96,93.09,0.0,96.39,2023-01-21 02:00:00
0.0,3.56,6.81,6.95,93.73,0.0,99.98,2023-01-21 03:00:00
0.0,3.15,6.3,7.08,93.64,0.0,97.93,2023-01-21 04:00:00
0.0,2.5,5.44,7.31,93.42,0.01,98.94,2023-01-21 05:00:00
0.0,1.81,3.97,7.71,93.34,0.04,99.01,2023-01-21 06:00:00
3.95,1.34,2.59,8.21,93.44,0.07,99.79,2023-01-21 07:00:00
38.5,1.56,1.84,9.87,81.84,0.07,99.49,2023-01-21 08:00:00
79.0,1.34,1.43,11.14,73.63,0.04,99.84,2023-01-21 09:00:00
105.38,0.86,0.84,12.24,70.25,0.03,99.53,2023-01-21 10:00:00
171.23,0.5,0.42,13.02,69.11,0.04,97.53,2023-01-21 11:00:00
342.08,0.98,1.1,13.92,66.87,0.05,76.49,2023-01-21 12:00:00
414.85,1.66,1.97,14.87,64.39,0.03,59.41,2023-01-21 13:00:00
494.62,2.01,2.47,15.81,61.88,0.01,42.36,2023-01-21 14:00:00
371.05,1.71,2.24,16.54,60.64,0.0,36.3,2023-01-21 15:00:00
210.0,1.02,1.27,16.52,62.38,0.0,30.4,2023-01-21 16:00:00
44.42,1.54,2.31,13.61,80.09,0.0,22.05,2023-01-21 17:00:00
0.0,1.75,2.4,11.73,84.13,0.0,14.36,2023-01-21 18:00:00
0.0,0.67,0.69,11.68,84.13,0.0,7.44,2023-01-21 19:00:00
0.0,1.17,1.9,10.55,89.74,0.0,0.51,2023-01-21 20:00:00
0.0,2.5,4.22,8.43,97.22,0.0,1.03,2023-01-21 21:00:00
0.0,3.13,5.73,7.24,91.12,0.0,0.51,2023-01-21 22:00:00
0.0,3.61,7.68,6.5,77.87,0.0,3.08,2023-01-21 23:00:00
0.0,4.85,9.73,6.44,61.73,0.0,5.1,2023-01-22 00:00:00
0.0,6.78,10.94,6.67,54.31,0.0,3.83,2023-01-22 01:00:00
0.0,6.71,10.6,6.12,57.96,0.0,12.8,2023-01-22 02:00:00
0.0,4.77,8.65,4.72,67.82,0.0,79.99,2023-01-22 03:00:00
0.0,4.15,8.27,3.73,74.93,0.0,56.91,2023-01-22 04:00:00
0.0,3.92,8.04,3.11,78.32,0.0,28.95,2023-01-22 05:00:00
0.0,3.74,7.8,2.47,80.9,0.0,1.03,2023-01-22 06:00:00
13.5,4.17,7.56,2.52,79.56,0.0,0.89,2023-01-22 07:00:00
175.7,5.88,7.47,4.96,65.54,0.0,0.75,2023-01-22 08:00:00
378.02,6.86,8.32,7.54,52.57,0.0,0.61,2023-01-22 09:00:00
545.35,6.48,7.7,9.89,44.07,0.0,0.47,2023-01-22 10:00:00
658.25,6.15,7.27,12.04,37.38,0.0,0.34,2023-01-22 11:00:00
704.5,6.18,7.38,13.88,31.9,0.0,0.2,2023-01-22 12:00:00
683.28,6.4,7.69,15.13,28.19,0.0,0.43,2023-01-22 13:00:00
594.97,6.46,7.83,15.58,26.65,0.0,0.66,2023-01-22 14:00:00
447.15,6.27,7.67,15.43,26.36,0.0,0.89,2023-01-22 15:00:00
255.18,5.16,6.95,14.48,28.6,0.0,1.13,2023-01-22 16:00:00
54.53,3.14,6.3,10.02,50.41,0.0,1.36,2023-01-22 17:00:00
0.0,3.33,6.15,7.58,59.96,0.0,1.59,2023-01-22 18:00:00
0.0,3.34,6.24,6.71,62.57,0.0,1.82,2023-01-22 19:00:00
0.0,3.34,6.4,5.82,65.56,0.0,2.05,2023-01-22 20:00:00
0.0,3.33,6.68,4.97,68.51,0.0,3.08,2023-01-22 21:00:00
0.0,3.35,7.07,4.27,70.85,0.0,4.62,2023-01-22 22:00:00
0.0,3.46,7.47,3.77,72.22,0.0,8.19,2023-01-22 23:00:00
0.0,3.6,7.82,3.37,73.05,0.0,13.32,2023-01-23 00:00:00
0.0,3.83,8.18,3.04,73.72,0.0,0.06,2023-01-23 01:00:00
0.0,3.96,8.28,2.64,75.18,0.0,7.68,2023-01-23 02:00:00
0.0,3.53,7.58,1.86,80.4,0.0,0.0,2023-01-23 03:00:00
0.0,2.86,6.12,0.84,88.05,0.0,4.1,2023-01-23 04:00:00
0.0,2.57,4.87,0.17,92.53,0.0,5.1,2023-01-23 05:00:00
0.0,2.39,4.15,-0.19,96.07,0.0,9.71,2023-01-23 06:00:00
13.65,2.23,4.07,0.22,95.49,0.0,10.13,2023-01-23 07:00:00
173.45,3.02,3.57,3.66,77.74,0.0,10.16,2023-01-23 08:00:00
370.52,3.52,4.25,7.16,60.98,0.0,10.39,2023-01-23 09:00:00
529.92,5.13,5.89,10.97,40.04,0.0,10.46,2023-01-23 10:00:00
649.17,4.88,5.5,12.81,34.13,0.0,8.5,2023-01-23 11:00:00
657.28,4.61,5.14,14.1,31.03,0.0,23.82,2023-01-23 12:00:00
500.3,4.36,4.84,14.93,29.38,0.0,64.26,2023-01-23 13:00:00
456.05,4.54,5.08,15.2,29.13,0.0,54.08,2023-01-23 14:00:00
323.12,4.7,5.38,14.92,30.02,0.0,59.49,2023-01-23 15:00:00
177.15,4.49,5.64,13.92,33.03,0.0,62.94,2023-01-23 16:00:00
32.5,3.09,6.54,10.24,52.86,0.0,74.31,2023-01-23 17:00:00
0.0,3.48,7.64,7.98,62.79,0.0,84.52,2023-01-23 18:00:00
0.0,3.5,7.73,7.56,66.48,0.0,68.65,2023-01-23 19:00:00
0.0,3.29,7.18,6.76,73.32,0.0,80.45,2023-01-23 20:00:00
0.0,3.2,6.82,5.84,80.36,0.0,74.28,2023-01-23 21:00:00
0.0,3.2,6.93,5.28,85.66,0.0,53.32,2023-01-23 22:00:00
0.0,3.21,7.13,5.18,89.28,0.0,78.98,2023-01-23 23:00:00
0.0,3.54,6.97,5.57,90.34,0.02,81.56,2023-01-24 00:00:00
0.0,3.79,6.1,6.26,89.56,0.58,76.43,2023-01-24 01:00:00
0.0,4.18,6.0,6.55,90.47,3.96,98.52,2023-01-24 02:00:00
0.0,4.81,6.59,6.72,91.41,8.29,99.89,2023-01-24 03:00:00
0.0,5.34,7.16,6.8,92.24,14.47,93.76,2023-01-24 04:00:00
0.0,5.53,7.4,6.83,92.94,19.5,95.26,2023-01-24 05:00:00
0.0,5.69,7.58,6.8,93.4,65.42,97.86,2023-01-24 06:00:00
3.95,5.75,7.55,6.75,93.97,81.72,99.92,2023-01-24 07:00:00
29.35,6.14,8.21,7.18,92.88,85.98,98.72,2023-01-24 08:00:00
46.33,6.9,8.99,8.31,91.86,89.28,99.1,2023-01-24 09:00:00
59.08,4.27,5.38,9.9,91.48,84.7,99.49,2023-01-24 10:00:00
100.88,1.04,1.4,11.16,89.7,58.17,99.22,2023-01-24 11:00:00
93.72,5.99,6.99,11.22,87.39,17.52,98.31,2023-01-24 12:00:00
282.48,9.35,11.32,10.54,81.39,2.72,97.03,2023-01-24 13:00:00
275.67,10.38,12.69,10.52,73.73,0.76,94.22,2023-01-24 14:00:00
213.15,10.4,13.0,10.73,67.39,0.16,76.08,2023-01-24 15:00:00
150.45,9.42,12.09,10.59,63.89,0.02,58.84,2023-01-24 16:00:00
41.95,7.09,10.63,9.18,68.13,0.01,38.63,2023-01-24 17:00:00
0.0,5.12,9.32,7.37,77.27,0.02,12.13,2023-01-24 18:00:00
0.0,4.68,8.97,6.52,81.99,0.01,50.96,2023-01-24 19:00:00
0.0,4.44,8.59,5.96,84.77,0.01,75.71,2023-01-24 20:00:00
0.0,5.88,10.02,6.1,82.16,0.0,45.97,2023-01-24 21:00:00
0.0,5.6,8.9,5.36,84.4,0.0,14.25,2023-01-24 22:00:00
0.0,5.05,8.32,4.3,88.99,0.0,25.41,2023-01-24 23:00:00
0.0,4.87,8.09,3.56,91.74,0.0,58.29,2023-01-25 00:00:00
0.0,4.73,7.95,2.9,94.66,0.01,72.62,2023-01-25 01:00:00
0.0,4.92,8.08,2.49,95.53,0.01,35.3,2023-01-25 02:00:00
0.0,4.68,7.96,2.18,95.47,0.0,29.1,2023-01-25 03:00:00
0.0,4.15,7.71,1.82,95.72,0.0,38.78,2023-01-25 04:00:00
0.0,3.55,7.29,1.29,97.38,0.0,76.25,2023-01-25 05:00:00
0.0,3.14,6.84,0.67,99.93,0.0,94.26,2023-01-25 06:00:00
8.05,3.12,6.45,1.01,96.38,0.0,70.76,2023-01-25 07:00:00
150.2,4.34,5.36,4.28,77.03,0.0,33.01,2023-01-25 08:00:00
353.08,5.03,6.13,7.39,59.66,0.0,16.43,2023-01-25 09:00:00
537.75,5.14,6.16,9.42,49.97,0.0,3.59,2023-01-25 10:00:00
647.08,5.55,6.65,11.14,43.43,0.0,7.55,2023-01-25 11:00:00
685.1,6.21,7.46,12.52,38.83,0.0,13.84,2023-01-25 12:00:00
649.65,6.78,8.16,13.41,36.18,0.0,12.18,2023-01-25 13:00:00
589.5,7.08,8.59,13.68,35.44,0.0,4.62,2023-01-25 14:00:00
441.17,7.02,8.64,13.37,36.17,0.0,3.59,2023-01-25 15:00:00
253.52,6.39,8.38,12.37,39.09,0.0,2.56,2023-01-25 16:00:00
58.95,3.94,7.75,8.98,54.9,0.0,1.54,2023-01-25 17:00:00
0.0,3.59,7.88,6.38,68.47,0.0,0.51,2023-01-25 18:00:00
0.0,3.62,7.96,5.56,71.85,0.0,1.03,2023-01-25 19:00:00
0.0,3.5,7.69,4.62,76.42,0.0,1.03,2023-01-25 20:00:00
0.0,3.37,7.4,3.74,80.95,0.0,1.03,2023-01-25 21:00:00
0.0,3.21,7.01,3.0,84.68,0.0,1.54,2023-01-25 22:00:00
0.0,3.06,6.57,2.35,88.04,0.0,11.74,2023-01-25 23:00:00
0.0,2.97,6.12,1.78,90.8,0.0,34.28,2023-01-26 00:00:00
0.0,2.97,5.95,1.32,93.16,0.09,53.33,2023-01-26 01:00:00
0.0,3.0,6.05,0.96,94.89,0.09,2.43,2023-01-26 02:00:00
0.0,3.01,6.02,0.6,96.14,0.09,5.09,2023-01-26 03:00:00
0.0,3.08,6.35,0.3,95.45,0.0,10.72,2023-01-26 04:00:00
0.0,3.25,6.99,0.13,92.0,0.0,44.95,2023-01-26 05:00:00
0.0,3.43,7.45,-0.05,88.31,0.0,40.87,2023-01-26 06:00:00
13.32,4.07,7.72,0.51,82.04,0.0,35.87,2023-01-26 07:00:00
167.15,5.04,5.9,3.39,67.04,0.0,28.56,2023-01-26 08:00:00
359.92,3.88,4.46,6.81,55.64,0.0,25.1,2023-01-26 09:00:00
529.45,4.34,5.05,10.39,39.82,0.0,20.67,2023-01-26 10:00:00
649.3,3.79,4.37,11.85,35.66,0.0,16.21,2023-01-26 11:00:00
705.25,3.35,3.85,12.87,33.09,0.0,11.65,2023-01-26 12:00:00
694.72,2.98,3.46,13.47,31.46,0.0,6.91,2023-01-26 13:00:00
606.08,2.69,3.13,13.65,30.55,0.0,5.74,2023-01-26 14:00:00
460.38,2.41,2.8,13.43,30.46,0.0,4.5,2023-01-26 15:00:00
269.6,1.76,2.22,12.59,34.05,0.0,3.34,2023-01-26 16:00:00
65.47,1.03,1.48,10.3,47.72,0.0,2.18,2023-01-26 17:00:00
0.0,1.06,1.47,8.9,46.81,0.0,1.03,2023-01-26 18:00:00
0.0,1.44,2.01,8.11,48.82,0.0,0.51,2023-01-26 19:00:00
0.0,1.83,2.62,6.86,54.0,0.0,1.03,2023-01-26 20:00:00
0.0,2.07,3.04,5.86,57.87,0.0,0.51,2023-01-26 21:00:00
0.0,2.24,3.36,4.99,62.03,0.0,1.03,2023-01-26 22:00:00
0.0,2.29,3.48,4.44,65.22,0.0,1.03,2023-01-26 23:00:00
0.0,2.42,3.74,3.8,68.99,0.0,1.03,2023-01-27 00:00:00
0.0,2.7,4.29,2.64,73.35,0.0,2.28,2023-01-27 01:00:00
0.0,2.99,5.0,1.73,78.0,0.0,37.12,2023-01-27 02:00:00
0.0,3.05,5.51,1.89,80.52,0.0,69.15,2023-01-27 03:00:00
0.0,2.98,5.88,2.27,81.03,0.0,89.43,2023-01-27 04:00:00
0.0,2.91,5.97,2.39,81.46,0.0,94.07,2023-01-27 05:00:00
0.0,2.95,5.93,2.15,82.9,0.0,95.09,2023-01-27 06:00:00
8.12,2.91,5.8,2.17,83.27,0.0,96.72,2023-01-27 07:00:00
97.05,3.63,4.7,6.04,64.66,0.0,95.46,2023-01-27 08:00:00
201.23,2.88,3.47,9.22,52.59,0.0,97.1,2023-01-27 09:00:00
291.73,4.31,5.11,12.59,36.95,0.0,97.94,2023-01-27 10:00:00
508.77,4.67,5.49,14.11,33.64,0.0,85.31,2023-01-27 11:00:00
547.4,4.9,5.8,15.12,32.59,0.0,50.21,2023-01-27 12:00:00
476.9,4.98,5.94,15.77,33.18,0.0,57.56,2023-01-27 13:00:00
440.55,4.99,6.0,16.04,35.3,0.0,67.96,2023-01-27 14:00:00
320.98,4.95,6.06,15.83,38.68,0.0,70.08,2023-01-27 15:00:00
183.35,4.5,5.97,14.84,44.71,0.0,71.33,2023-01-27 16:00:00
40.2,3.01,6.35,10.98,67.19,0.0,76.66,2023-01-27 17:00:00
0.0,3.49,7.66,8.88,75.69,0.0,78.36,2023-01-27 18:00:00
0.0,3.82,8.33,8.45,77.94,0.0,77.41,2023-01-27 19:00:00
0.0,4.0,8.41,7.95,81.86,0.01,85.49,2023-01-27 20:00:00
0.0,4.07,8.44,7.54,85.87,0.02,87.09,2023-01-27 21:00:00
0.0,4.55,8.41,7.88,85.97,0.1,88.61,2023-01-27 22:00:00
0.0,4.92,8.18,8.26,86.96,0.42,88.6,2023-01-27 23:00:00
0.0,4.99,7.88,8.44,90.03,0.99,97.81,2023-01-28 00:00:00
0.0,4.82,7.41,8.58,93.56,1.42,95.76,2023-01-28 01:00:00
0.0,4.25,6.73,8.74,95.88,2.33,99.87,2023-01-28 02:00:00
0.0,3.95,6.56,8.87,97.09,3.27,96.88,2023-01-28 03:00:00
0.0,3.55,6.3,8.9,97.67,3.66,97.29,2023-01-28 04:00:00
0.0,3.32,6.03,9.01,97.74,3.69,98.84,2023-01-28 05:00:00
0.0,3.09,5.83,9.09,97.77,1.84,93.77,2023-01-28 06:00:00
7.53,3.12,5.73,9.24,97.34,1.22,95.9,2023-01-28 07:00:00
60.75,3.94,5.15,10.37,93.67,0.81,98.45,2023-01-28 08:00:00
146.25,4.08,5.05,11.87,91.43,0.78,98.1,2023-01-28 09:00:00
216.25,3.94,4.69,13.84,87.98,0.94,99.23,2023-01-28 10:00:00
228.9,4.91,6.13,16.38,81.86,1.63,99.65,2023-01-28 11:00:00
211.85,6.84,8.61,18.4,77.02,1.99,99.6,2023-01-28 12:00:00
168.52,7.63,9.62,19.32,75.22,1.64,98.87,2023-01-28 13:00:00
105.03,7.28,9.25,19.16,77.2,1.3,99.64,2023-01-28 14:00:00
89.28,6.31,8.12,18.66,80.59,0.89,99.06,2023-01-28 15:00:00
54.28,4.83,6.96,17.77,85.93,0.56,99.84,2023-01-28 16:00:00
14.0,3.26,6.48,15.95,95.27,0.42,100.0,2023-01-28 17:00:00
0.0,3.09,6.63,14.67,100.0,0.3,99.98,2023-01-28 18:00:00
0.0,3.16,6.74,14.26,100.0,0.26,99.95,2023-01-28 19:00:00
0.0,3.52,7.25,14.12,100.0,0.24,99.99,2023-01-28 20:00:00
0.0,4.52,8.11,14.4,99.32,0.13,99.99,2023-01-28 21:00:00
0.0,4.98,8.37,14.49,98.26,0.11,100.0,2023-01-28 22:00:00
0.0,5.21,8.58,14.61,98.13,0.12,100.0,2023-01-28 23:00:00
0.0,5.68,9.08,14.91,98.24,0.18,99.89,2023-01-29 00:00:00
0.0,6.3,9.8,15.44,98.01,0.39,99.81,2023-01-29 01:00:00
0.0,5.58,9.03,15.68,98.4,0.68,99.89,2023-01-29 02:00:00
0.0,4.65,8.39,15.86,98.38,0.8,99.84,2023-01-29 03:00:00
0.0,3.9,7.86,15.79,99.16,1.0,99.74,2023-01-29 04:00:00
0.0,3.25,7.19,15.5,99.77,1.59,91.56,2023-01-29 05:00:00
