ALLSKY_SFC_SW_DWN,WS10M,WS50M,T2M,RH2M,PRECTOTCORR,CLOUD_AMT,datetime
0.0,4.13,8.87,11.65,83.31,0.01,9.95,2023-01-01 00:00:00
0.0,4.36,8.8,11.22,87.83,0.01,1.03,2023-01-01 01:00:00
0.0,4.31,8.55,10.68,93.61,0.0,8.7,2023-01-01 02:00:00
0.0,4.0,8.12,10.04,100.0,0.01,16.36,2023-01-01 03:00:00
0.0,3.62,7.69,9.45,100.0,0.05,9.74,2023-01-01 04:00:00
0.0,3.31,7.26,8.98,100.0,0.13,24.61,2023-01-01 05:00:00
0.0,3.12,6.88,8.58,100.0,0.0,52.42,2023-01-01 06:00:00
8.18,3.07,6.66,8.62,100.0,0.0,59.98,2023-01-01 07:00:00
113.53,4.22,5.47,11.62,92.27,0.0,65.4,2023-01-01 08:00:00
266.67,3.53,4.05,14.22,82.13,0.0,72.25,2023-01-01 09:00:00
399.85,4.53,5.28,17.72,71.81,0.0,80.44,2023-01-01 10:00:00
489.1,4.98,5.77,20.43,64.21,0.0,88.74,2023-01-01 11:00:00
544.25,5.46,6.41,22.4,58.7,0.0,73.82,2023-01-01 12:00:00
555.45,5.77,6.85,23.59,55.81,0.0,24.39,2023-01-01 13:00:00
448.55,5.84,7.11,24.0,55.42,0.0,88.12,2023-01-01 14:00:00
308.65,5.44,7.05,23.77,57.72,0.0,88.43,2023-01-01 15:00:00
142.12,3.74,6.96,21.99,69.03,0.0,88.09,2023-01-01 16:00:00
13.8,3.47,7.68,18.29,84.62,0.0,89.72,2023-01-01 17:00:00
0.0,3.77,8.46,17.24,88.85,0.0,89.28,2023-01-01 18:00:00
0.0,4.01,8.89,16.95,90.78,0.0,57.59,2023-01-01 19:00:00
0.0,4.23,8.97,16.45,93.9,0.0,11.82,2023-01-01 20:00:00
0.0,4.43,8.88,15.71,99.25,0.0,37.95,2023-01-01 21:00:00
0.0,4.36,8.65,15.0,100.0,0.0,87.69,2023-01-01 22:00:00
0.0,4.11,8.64,14.66,100.0,0.0,94.36,2023-01-01 23:00:00
0.0,4.49,8.89,15.49,100.0,0.0,100.0,2023-01-02 00:00:00
0.0,5.21,9.41,16.5,100.0,0.0,99.98,2023-01-02 01:00:00
0.0,5.73,9.75,17.19,100.0,0.0,97.54,2023-01-02 02:00:00
0.0,6.0,9.95,17.61,100.0,0.0,95.33,2023-01-02 03:00:00
0.0,6.01,9.96,17.72,100.0,0.0,83.47,2023-01-02 04:00:00
0.0,5.98,9.89,17.81,100.0,0.0,79.48,2023-01-02 05:00:00
0.0,5.74,9.62,17.95,100.0,1.28,85.1,2023-01-02 06:00:00
5.03,5.91,9.86,18.37,98.47,2.42,87.1,2023-01-02 07:00:00
65.82,6.21,8.71,19.78,94.05,3.26,87.62,2023-01-02 08:00:00
163.3,5.81,7.5,21.04,91.26,3.29,87.96,2023-01-02 09:00:00
252.75,7.52,9.78,22.56,86.09,2.96,91.03,2023-01-02 10:00:00
319.7,9.06,11.6,24.35,76.03,2.71,92.8,2023-01-02 11:00:00
333.75,9.17,11.56,25.5,68.6,1.45,95.43,2023-01-02 12:00:00
266.45,8.84,11.07,26.19,63.63,0.83,95.73,2023-01-02 13:00:00
230.35,8.38,10.56,26.58,59.63,0.35,82.07,2023-01-02 14:00:00
171.07,7.5,9.72,26.32,58.85,0.14,85.72,2023-01-02 15:00:00
86.2,5.41,8.44,24.97,64.63,0.22,90.39,2023-01-02 16:00:00
11.62,3.58,7.88,21.32,80.42,0.16,92.24,2023-01-02 17:00:00
0.0,3.59,7.95,19.79,85.33,0.24,94.85,2023-01-02 18:00:00
0.0,3.42,7.48,18.94,88.41,0.26,54.38,2023-01-02 19:00:00
0.0,3.23,6.8,18.08,92.02,0.29,8.37,2023-01-02 20:00:00
0.0,3.15,6.77,17.34,96.31,0.35,27.59,2023-01-02 21:00:00
0.0,2.85,5.87,16.47,100.0,0.42,79.95,2023-01-02 22:00:00
0.0,2.89,5.81,15.78,100.0,0.52,75.96,2023-01-02 23:00:00
0.0,3.29,7.26,15.1,89.8,0.2,57.32,2023-01-03 00:00:00
0.0,3.26,7.3,13.5,78.71,0.22,40.3,2023-01-03 01:00:00
0.0,3.26,7.21,12.2,70.66,0.14,72.28,2023-01-03 02:00:00
0.0,3.29,7.27,11.61,68.28,0.03,78.85,2023-01-03 03:00:00
0.0,3.37,7.52,11.34,66.68,0.01,93.28,2023-01-03 04:00:00
0.0,3.57,7.97,10.84,65.77,0.0,76.8,2023-01-03 05:00:00
0.0,3.46,7.77,11.02,64.05,0.0,67.28,2023-01-03 06:00:00
8.1,3.11,6.8,11.04,64.94,0.0,69.57,2023-01-03 07:00:00
120.75,3.0,5.95,13.32,56.84,0.0,67.28,2023-01-03 08:00:00
283.35,3.84,4.54,16.11,42.83,0.0,68.31,2023-01-03 09:00:00
412.9,4.56,5.69,19.48,32.42,0.0,70.9,2023-01-03 10:00:00
505.05,5.16,6.29,21.31,27.25,0.0,70.97,2023-01-03 11:00:00
549.85,4.88,5.91,22.22,25.75,0.0,66.21,2023-01-03 12:00:00
552.9,4.97,6.09,22.65,26.1,0.0,67.38,2023-01-03 13:00:00
460.73,5.25,6.57,22.66,27.62,0.0,68.73,2023-01-03 14:00:00
317.05,3.98,5.92,21.61,34.88,0.0,69.25,2023-01-03 15:00:00
150.32,2.45,5.25,19.22,56.35,0.0,69.05,2023-01-03 16:00:00
16.2,2.85,5.22,16.1,63.75,0.0,73.67,2023-01-03 17:00:00
0.0,3.03,5.56,14.74,65.5,0.0,74.11,2023-01-03 18:00:00
0.0,3.2,6.04,13.48,66.55,0.0,71.9,2023-01-03 19:00:00
0.0,3.39,6.84,12.46,66.16,0.0,97.11,2023-01-03 20:00:00
0.0,3.5,7.34,11.51,64.87,0.0,89.76,2023-01-03 21:00:00
0.0,3.49,7.3,10.63,64.35,0.0,19.19,2023-01-03 22:00:00
0.0,3.38,6.56,9.9,65.24,0.0,1.55,2023-01-03 23:00:00
0.0,3.17,5.62,9.45,66.02,0.0,1.55,2023-01-04 00:00:00
0.0,3.1,5.39,9.17,66.04,0.03,0.77,2023-01-04 01:00:00
0.0,3.26,5.91,8.69,66.95,0.03,0.0,2023-01-04 02:00:00
0.0,3.66,7.37,8.21,68.01,0.03,0.51,2023-01-04 03:00:00
0.0,4.23,9.11,8.21,66.55,0.0,1.54,2023-01-04 04:00:00
0.0,4.57,9.53,8.01,67.5,0.0,0.51,2023-01-04 05:00:00
0.0,4.54,9.42,7.6,69.63,0.0,1.54,2023-01-04 06:00:00
11.2,4.49,8.95,7.84,69.46,0.0,10.85,2023-01-04 07:00:00
152.93,5.23,7.39,10.1,60.45,0.0,17.25,2023-01-04 08:00:00
326.9,4.49,5.53,12.83,52.97,0.0,25.23,2023-01-04 09:00:00
470.95,4.54,5.55,15.79,44.73,0.0,30.5,2023-01-04 10:00:00
562.62,4.53,5.67,17.69,38.23,0.0,37.93,2023-01-04 11:00:00
532.3,5.05,6.31,19.02,32.83,0.0,57.15,2023-01-04 12:00:00
500.77,5.37,6.69,20.36,28.51,0.0,61.68,2023-01-04 13:00:00
439.1,5.44,6.88,20.9,26.53,0.0,49.77,2023-01-04 14:00:00
328.1,4.55,5.99,20.81,27.25,0.0,38.45,2023-01-04 15:00:00
172.38,2.29,4.5,18.68,50.93,0.0,27.26,2023-01-04 16:00:00
21.83,2.14,3.37,16.12,49.05,0.0,14.64,2023-01-04 17:00:00
0.0,1.56,2.35,15.76,44.19,0.0,1.03,2023-01-04 18:00:00
0.0,1.61,2.4,15.17,44.74,0.0,1.03,2023-01-04 19:00:00
0.0,2.5,3.88,12.93,53.08,0.0,1.54,2023-01-04 20:00:00
0.0,3.1,5.09,10.47,62.88,0.0,2.05,2023-01-04 21:00:00
0.0,3.19,5.43,8.88,68.33,0.0,0.51,2023-01-04 22:00:00
0.0,3.0,5.03,7.76,71.95,0.0,0.37,2023-01-04 23:00:00
0.0,2.78,4.61,6.84,75.18,0.0,0.22,2023-01-05 00:00:00
0.0,2.56,4.14,6.12,77.83,0.0,0.07,2023-01-05 01:00:00
0.0,2.29,3.57,5.63,79.46,0.0,1.85,2023-01-05 02:00:00
0.0,2.06,3.11,5.34,80.22,0.0,3.62,2023-01-05 03:00:00
0.0,2.01,3.06,4.82,82.84,0.0,5.39,2023-01-05 04:00:00
0.0,2.37,3.82,3.8,88.83,0.0,7.18,2023-01-05 05:00:00
0.0,2.73,4.77,3.1,93.41,0.0,45.72,2023-01-05 06:00:00
9.95,2.82,5.34,3.13,93.28,0.0,39.65,2023-01-05 07:00:00
149.7,3.68,4.99,6.69,75.42,0.0,31.81,2023-01-05 08:00:00
338.88,3.43,3.76,9.32,64.73,0.0,25.54,2023-01-05 09:00:00
496.5,3.48,3.86,12.66,52.29,0.0,19.26,2023-01-05 10:00:00
601.17,3.4,3.7,15.12,45.01,0.0,13.25,2023-01-05 11:00:00
640.1,3.03,3.26,16.78,40.7,0.0,6.82,2023-01-05 12:00:00
615.85,2.43,2.57,17.72,38.47,0.0,0.26,2023-01-05 13:00:00
523.92,1.71,1.78,18.09,37.65,0.0,0.36,2023-01-05 14:00:00
375.88,1.41,1.5,18.02,37.81,0.0,0.45,2023-01-05 15:00:00
189.25,1.22,1.78,16.83,50.85,0.0,0.55,2023-01-05 16:00:00
22.33,2.24,3.59,12.76,66.88,0.0,0.64,2023-01-05 17:00:00
0.0,3.07,5.41,10.44,71.29,0.0,0.74,2023-01-05 18:00:00
0.0,3.38,6.52,9.64,73.09,0.0,0.84,2023-01-05 19:00:00
0.0,3.44,6.92,9.05,75.09,0.0,0.93,2023-01-05 20:00:00
0.0,3.38,6.66,8.46,78.0,0.0,1.03,2023-01-05 21:00:00
0.0,3.26,6.12,7.9,80.73,0.0,0.77,2023-01-05 22:00:00
0.0,3.11,5.6,7.4,82.76,0.0,0.51,2023-01-05 23:00:00
0.0,2.98,5.27,6.92,84.53,0.0,0.26,2023-01-06 00:00:00
0.0,2.92,5.15,6.42,86.78,0.0,0.0,2023-01-06 01:00:00
0.0,2.84,5.01,5.98,89.59,0.0,1.79,2023-01-06 02:00:00
0.0,2.69,4.69,5.57,94.41,0.0,3.59,2023-01-06 03:00:00
0.0,2.61,4.53,5.21,100.0,0.0,26.16,2023-01-06 04:00:00
0.0,2.63,4.66,4.95,100.0,0.0,53.85,2023-01-06 05:00:00
0.0,2.69,4.86,4.78,100.0,0.02,77.43,2023-01-06 06:00:00
5.97,2.61,4.98,5.23,100.0,0.02,80.1,2023-01-06 07:00:00
65.53,3.34,4.28,9.09,93.27,0.03,85.98,2023-01-06 08:00:00
180.55,2.63,2.92,12.13,83.16,0.03,84.76,2023-01-06 09:00:00
269.75,3.51,4.46,15.89,75.55,0.02,87.37,2023-01-06 10:00:00
329.75,6.75,8.53,19.87,70.88,0.0,89.93,2023-01-06 11:00:00
599.42,7.73,9.63,22.32,62.89,0.0,16.99,2023-01-06 12:00:00
591.47,8.03,10.06,23.82,56.98,0.0,3.59,2023-01-06 13:00:00
500.55,8.26,10.46,24.5,53.83,0.0,4.62,2023-01-06 14:00:00
355.8,8.03,10.55,24.44,53.22,0.0,5.97,2023-01-06 15:00:00
177.45,6.59,10.13,23.22,57.2,0.0,6.83,2023-01-06 16:00:00
20.95,5.15,10.57,19.84,69.73,0.0,7.67,2023-01-06 17:00:00
0.0,6.19,11.33,18.83,72.68,0.0,8.72,2023-01-06 18:00:00
0.0,6.62,11.01,18.02,76.74,0.0,9.74,2023-01-06 19:00:00
0.0,6.88,10.99,17.31,83.35,0.01,10.77,2023-01-06 20:00:00
0.0,5.72,9.31,16.04,94.63,0.02,11.79,2023-01-06 21:00:00
0.0,4.61,8.58,14.98,100.0,0.03,12.82,2023-01-06 22:00:00
0.0,4.2,8.53,14.54,100.0,0.04,13.84,2023-01-06 23:00:00
0.0,4.08,8.45,14.45,100.0,0.04,82.05,2023-01-07 00:00:00
0.0,4.65,9.17,14.92,100.0,0.04,79.14,2023-01-07 01:00:00
0.0,4.92,9.12,15.67,100.0,0.03,100.0,2023-01-07 02:00:00
0.0,3.52,7.54,15.14,100.0,0.03,99.89,2023-01-07 03:00:00
0.0,2.7,5.53,14.27,100.0,0.04,99.47,2023-01-07 04:00:00
0.0,2.27,4.06,14.26,100.0,0.05,92.79,2023-01-07 05:00:00
0.0,1.96,3.36,14.66,100.0,1.03,94.32,2023-01-07 06:00:00
5.25,1.69,2.8,15.05,100.0,1.01,95.85,2023-01-07 07:00:00
54.8,1.59,2.37,16.89,94.86,0.93,98.09,2023-01-07 08:00:00
124.1,1.73,2.01,18.76,87.14,0.7,97.91,2023-01-07 09:00:00
177.18,1.77,2.06,20.74,79.49,0.61,98.35,2023-01-07 10:00:00
209.32,1.91,2.22,22.2,72.89,0.88,99.07,2023-01-07 11:00:00
272.05,2.0,2.37,23.58,66.11,0.77,99.21,2023-01-07 12:00:00
244.2,1.73,2.1,24.37,61.44,0.55,99.12,2023-01-07 13:00:00
172.05,1.15,1.38,24.36,60.51,0.6,99.38,2023-01-07 14:00:00
145.98,1.45,1.56,23.91,62.0,0.46,93.37,2023-01-07 15:00:00
77.53,2.26,3.91,22.25,71.98,0.39,87.69,2023-01-07 16:00:00
12.23,3.39,6.8,19.67,76.6,0.35,79.56,2023-01-07 17:00:00
0.0,5.38,8.37,18.16,71.1,0.38,70.76,2023-01-07 18:00:00
0.0,6.26,8.64,16.18,67.21,0.4,84.58,2023-01-07 19:00:00
0.0,6.4,8.65,14.36,63.25,0.47,90.21,2023-01-07 20:00:00
0.0,6.11,8.37,13.34,61.15,0.52,88.67,2023-01-07 21:00:00
0.0,5.65,7.77,12.64,63.06,0.46,97.88,2023-01-07 22:00:00
0.0,5.16,6.92,12.02,66.63,0.41,98.22,2023-01-07 23:00:00
0.0,4.64,6.14,11.49,71.03,0.35,91.5,2023-01-08 00:00:00
0.0,4.33,5.8,11.13,73.47,0.32,88.51,2023-01-08 01:00:00
0.0,4.48,6.16,10.81,74.29,0.45,58.73,2023-01-08 02:00:00
0.0,4.73,6.62,10.3,74.8,0.9,69.26,2023-01-08 03:00:00
0.0,4.4,6.44,9.57,76.51,1.48,78.24,2023-01-08 04:00:00
0.0,4.06,6.5,8.75,79.17,0.55,70.52,2023-01-08 05:00:00
0.0,3.51,6.18,7.98,82.24,0.0,79.17,2023-01-08 06:00:00
6.78,3.67,6.01,7.81,82.62,0.0,67.96,2023-01-08 07:00:00
122.55,4.82,5.91,9.0,76.54,0.0,51.97,2023-01-08 08:00:00
284.1,5.35,6.37,11.79,63.47,0.0,44.17,2023-01-08 09:00:00
441.2,5.46,6.35,14.3,52.3,0.0,33.85,2023-01-08 10:00:00
558.08,5.51,6.37,16.19,44.65,0.0,23.33,2023-01-08 11:00:00
625.6,5.46,6.31,17.69,38.97,0.0,11.12,2023-01-08 12:00:00
625.83,5.3,6.13,18.72,35.23,0.0,1.38,2023-01-08 13:00:00
533.2,5.02,5.86,19.08,33.56,0.0,5.67,2023-01-08 14:00:00
385.92,4.68,5.57,18.75,33.35,0.0,9.87,2023-01-08 15:00:00
198.77,3.26,5.15,17.21,42.04,0.0,14.01,2023-01-08 16:00:00
26.52,2.78,5.07,12.78,64.26,0.0,18.23,2023-01-08 17:00:00
0.0,2.92,4.99,11.06,66.55,0.0,22.72,2023-01-08 18:00:00
0.0,2.79,4.6,10.46,66.53,0.0,57.94,2023-01-08 19:00:00
0.0,2.5,3.94,10.25,64.67,0.0,59.56,2023-01-08 20:00:00
0.0,2.26,3.44,10.07,63.26,0.0,50.79,2023-01-08 21:00:00
0.0,2.23,3.4,9.49,64.97,0.0,70.29,2023-01-08 22:00:00
0.0,2.46,4.01,8.89,71.29,0.0,96.75,2023-01-08 23:00:00
0.0,2.65,4.79,8.63,76.09,0.0,92.66,2023-01-09 00:00:00
0.0,2.56,4.91,8.4,79.29,0.0,90.63,2023-01-09 01:00:00
0.0,2.48,4.71,7.68,83.7,0.0,71.96,2023-01-09 02:00:00
0.0,2.44,4.8,7.13,87.36,0.0,94.75,2023-01-09 03:00:00
0.0,2.43,5.22,7.39,88.41,0.0,99.41,2023-01-09 04:00:00
0.0,2.2,4.62,7.23,91.29,0.0,96.17,2023-01-09 05:00:00
0.0,2.06,4.05,6.98,93.39,0.0,86.03,2023-01-09 06:00:00
7.07,1.84,3.36,7.01,94.34,0.0,71.84,2023-01-09 07:00:00
122.4,1.9,2.43,9.22,83.97,0.0,48.17,2023-01-09 08:00:00
298.58,1.66,1.83,11.34,75.52,0.0,38.94,2023-01-09 09:00:00
450.25,2.9,3.55,15.12,62.44,0.0,27.45,2023-01-09 10:00:00
570.12,3.64,4.12,18.34,51.14,0.0,16.59,2023-01-09 11:00:00
636.75,3.61,4.09,19.69,47.5,0.0,1.57,2023-01-09 12:00:00
602.08,3.65,4.15,20.82,44.05,0.0,6.89,2023-01-09 13:00:00
511.38,3.67,4.22,21.32,42.55,0.0,7.29,2023-01-09 14:00:00
367.67,3.75,4.42,21.27,42.79,0.0,7.64,2023-01-09 15:00:00
188.77,2.89,5.09,19.67,53.61,0.0,8.16,2023-01-09 16:00:00
25.52,3.23,6.77,15.37,71.52,0.0,8.57,2023-01-09 17:00:00
0.0,3.72,8.16,13.94,74.67,0.0,9.1,2023-01-09 18:00:00
0.0,3.96,8.75,13.5,76.46,0.0,9.56,2023-01-09 19:00:00
0.0,3.95,8.75,12.87,79.7,0.0,10.02,2023-01-09 20:00:00
0.0,3.96,8.72,12.24,82.97,0.0,10.48,2023-01-09 21:00:00
0.0,4.02,8.75,11.7,85.96,0.0,10.93,2023-01-09 22:00:00
0.0,3.99,8.58,11.13,88.77,0.0,11.39,2023-01-09 23:00:00
0.0,3.95,8.46,10.59,90.85,0.0,11.85,2023-01-10 00:00:00
0.0,3.88,8.3,10.04,92.68,0.0,12.33,2023-01-10 01:00:00
0.0,3.81,8.15,9.51,93.2,0.0,46.51,2023-01-10 02:00:00
0.0,3.62,7.88,9.0,92.7,0.0,76.92,2023-01-10 03:00:00
0.0,3.43,7.56,8.59,91.3,0.0,84.09,2023-01-10 04:00:00
0.0,3.33,7.29,8.28,90.89,0.0,68.19,2023-01-10 05:00:00
0.0,3.28,7.19,8.07,91.76,0.0,38.45,2023-01-10 06:00:00
8.12,3.22,7.08,8.3,91.51,0.01,33.01,2023-01-10 07:00:00
131.62,4.29,5.69,11.72,77.97,0.01,24.53,2023-01-10 08:00:00
319.58,3.52,3.95,14.67,69.36,0.0,14.38,2023-01-10 09:00:00
468.92,4.59,5.55,18.67,62.33,0.0,14.72,2023-01-10 10:00:00
582.47,5.7,6.78,22.17,55.27,0.0,10.74,2023-01-10 11:00:00
632.58,6.13,7.36,24.63,47.27,0.0,6.24,2023-01-10 12:00:00
617.88,6.34,7.7,26.18,40.92,0.0,1.14,2023-01-10 13:00:00
529.67,6.37,7.87,26.79,37.64,0.0,1.01,2023-01-10 14:00:00
385.08,5.97,7.86,26.28,39.14,0.0,0.89,2023-01-10 15:00:00
201.2,4.67,8.35,23.8,50.33,0.0,0.76,2023-01-10 16:00:00
28.5,4.5,9.87,19.58,65.44,0.0,0.64,2023-01-10 17:00:00
0.0,5.21,10.69,18.26,70.65,0.0,0.51,2023-01-10 18:00:00
0.0,5.53,10.53,17.59,74.99,0.0,4.87,2023-01-10 19:00:00
0.0,5.58,10.32,16.81,79.96,0.0,9.22,2023-01-10 20:00:00
0.0,5.62,10.12,16.17,84.25,0.0,13.58,2023-01-10 21:00:00
0.0,5.59,9.91,15.63,88.01,0.0,18.17,2023-01-10 22:00:00
0.0,5.43,9.62,15.05,92.52,0.0,4.1,2023-01-10 23:00:00
0.0,4.86,9.04,14.17,99.95,0.0,6.94,2023-01-11 00:00:00
0.0,4.52,8.93,13.62,100.0,0.0,44.93,2023-01-11 01:00:00
0.0,4.38,8.9,13.36,100.0,0.0,45.89,2023-01-11 02:00:00
0.0,4.29,8.79,13.1,100.0,0.0,51.22,2023-01-11 03:00:00
0.0,4.1,8.53,12.72,100.0,0.02,86.26,2023-01-11 04:00:00
0.0,3.84,8.19,12.31,100.0,0.04,79.68,2023-01-11 05:00:00
0.0,3.53,7.76,11.96,100.0,0.0,63.81,2023-01-11 06:00:00
8.38,3.37,7.4,12.05,100.0,0.0,68.4,2023-01-11 07:00:00
107.32,4.6,6.19,14.93,92.77,0.0,73.64,2023-01-11 08:00:00
245.9,4.67,5.64,16.99,86.29,0.0,76.42,2023-01-11 09:00:00
366.7,6.4,7.98,19.39,80.79,0.0,80.25,2023-01-11 10:00:00
440.0,7.55,9.31,21.62,72.91,0.0,85.09,2023-01-11 11:00:00
568.7,8.06,9.87,23.67,64.4,0.0,31.97,2023-01-11 12:00:00
582.45,8.3,10.18,25.17,57.47,0.0,16.5,2023-01-11 13:00:00
436.8,8.37,10.38,25.7,54.78,0.0,60.07,2023-01-11 14:00:00
320.9,8.07,10.33,25.54,55.27,0.0,47.88,2023-01-11 15:00:00
172.9,6.98,10.0,24.35,61.93,0.0,35.58,2023-01-11 16:00:00
26.02,5.53,10.13,21.54,76.29,0.0,21.06,2023-01-11 17:00:00
0.0,5.52,10.23,20.17,84.62,0.0,4.64,2023-01-11 18:00:00
0.0,5.12,9.69,19.37,89.65,0.0,56.88,2023-01-11 19:00:00
0.0,4.87,9.48,18.47,93.56,0.0,61.8,2023-01-11 20:00:00
0.0,4.97,9.4,17.7,93.75,0.0,54.94,2023-01-11 21:00:00
0.0,4.58,8.62,16.91,89.18,0.0,63.19,2023-01-11 22:00:00
0.0,4.73,9.08,15.64,77.95,0.0,26.69,2023-01-11 23:00:00
0.0,4.19,8.84,13.76,66.79,0.0,6.67,2023-01-12 00:00:00
0.0,3.82,8.48,12.3,59.68,0.0,2.77,2023-01-12 01:00:00
0.0,4.18,9.31,11.68,55.63,0.0,1.44,2023-01-12 02:00:00
0.0,5.17,10.46,11.45,50.31,0.0,0.11,2023-01-12 03:00:00
0.0,6.37,10.73,11.1,46.13,0.0,2.05,2023-01-12 04:00:00
0.0,7.21,11.09,10.25,47.49,0.0,41.06,2023-01-12 05:00:00
0.0,8.51,12.42,9.48,50.78,0.0,94.21,2023-01-12 06:00:00
8.12,9.39,13.0,8.61,54.1,0.0,83.83,2023-01-12 07:00:00
142.15,9.9,13.05,8.92,52.63,0.0,68.04,2023-01-12 08:00:00
316.67,10.51,13.33,10.21,48.55,0.0,58.38,2023-01-12 09:00:00
474.8,10.64,13.21,12.22,43.87,0.0,46.72,2023-01-12 10:00:00
582.95,10.4,12.76,14.1,39.89,0.0,38.17,2023-01-12 11:00:00
667.88,10.04,12.25,15.42,37.52,0.0,8.93,2023-01-12 12:00:00
642.4,9.68,11.86,16.32,36.01,0.0,14.72,2023-01-12 13:00:00
551.5,9.55,11.82,16.8,35.42,0.0,20.52,2023-01-12 14:00:00
404.85,9.5,11.99,16.73,35.67,0.0,18.46,2023-01-12 15:00:00
217.2,8.82,11.72,15.87,37.53,0.0,16.59,2023-01-12 16:00:00
34.38,7.19,11.15,13.7,43.72,0.0,14.67,2023-01-12 17:00:00
0.0,6.15,10.2,11.77,50.24,0.0,12.54,2023-01-12 18:00:00
0.0,4.84,9.21,10.04,57.19,0.0,10.54,2023-01-12 19:00:00
0.0,4.67,9.12,8.9,60.37,0.0,8.54,2023-01-12 20:00:00
0.0,4.68,8.98,7.92,62.29,0.0,6.54,2023-01-12 21:00:00
0.0,4.49,8.76,6.86,65.06,0.0,4.56,2023-01-12 22:00:00
0.0,4.38,8.62,6.03,67.2,0.0,2.56,2023-01-12 23:00:00
0.0,4.19,8.44,5.25,69.85,0.0,4.62,2023-01-13 00:00:00
0.0,4.12,8.35,4.65,71.71,0.0,9.85,2023-01-13 01:00:00
0.0,4.1,8.34,4.17,72.98,0.0,0.05,2023-01-13 02:00:00
0.0,3.96,8.21,3.67,74.17,0.0,0.51,2023-01-13 03:00:00
0.0,3.72,7.94,3.15,75.67,0.0,2.05,2023-01-13 04:00:00
0.0,3.52,7.59,2.88,76.3,0.0,1.03,2023-01-13 05:00:00
0.0,3.27,7.17,2.31,79.27,0.0,4.62,2023-01-13 06:00:00
12.2,3.1,6.7,2.26,80.49,0.0,4.07,2023-01-13 07:00:00
170.88,4.21,5.22,5.6,63.13,0.0,3.53,2023-01-13 08:00:00
370.58,3.3,3.75,8.9,47.82,0.0,2.98,2023-01-13 09:00:00
534.05,3.84,4.53,11.93,35.14,0.0,2.44,2023-01-13 10:00:00
642.35,4.45,5.22,13.96,29.74,0.0,1.89,2023-01-13 11:00:00
684.4,4.52,5.27,15.24,27.25,0.0,1.35,2023-01-13 12:00:00
659.95,4.13,4.82,16.03,26.05,0.0,0.8,2023-01-13 13:00:00
568.92,3.81,4.47,16.31,26.0,0.0,0.26,2023-01-13 14:00:00
420.05,3.7,4.41,16.13,26.64,0.0,0.3,2023-01-13 15:00:00
228.12,2.6,3.96,14.87,36.29,0.0,0.34,2023-01-13 16:00:00
37.55,2.21,3.58,11.04,57.36,0.0,0.38,2023-01-13 17:00:00
0.0,2.28,3.47,9.73,55.42,0.0,0.43,2023-01-13 18:00:00
0.0,2.4,3.68,8.77,58.14,0.0,0.47,2023-01-13 19:00:00
0.0,2.51,3.92,7.79,61.24,0.0,0.51,2023-01-13 20:00:00
0.0,2.5,3.89,7.12,62.69,0.0,2.56,2023-01-13 21:00:00
0.0,2.39,3.67,6.66,62.9,0.0,2.56,2023-01-13 22:00:00
0.0,2.25,3.39,6.33,62.84,0.0,2.56,2023-01-13 23:00:00
0.0,2.17,3.25,5.9,63.33,0.0,2.05,2023-01-14 00:00:00
0.0,2.1,3.15,5.42,64.57,0.0,1.54,2023-01-14 01:00:00
0.0,1.93,2.85,5.13,64.59,0.0,0.06,2023-01-14 02:00:00
0.0,1.74,2.53,4.85,65.09,0.0,0.21,2023-01-14 03:00:00
0.0,1.55,2.25,4.44,66.77,0.0,0.36,2023-01-14 04:00:00
0.0,1.47,2.16,3.84,69.65,0.0,0.51,2023-01-14 05:00:00
0.0,1.55,2.27,3.53,70.79,0.0,9.4,2023-01-14 06:00:00
11.88,1.58,2.31,3.51,72.33,0.0,8.36,2023-01-14 07:00:00
166.85,1.6,2.11,5.94,68.62,0.0,8.82,2023-01-14 08:00:00
366.6,1.53,1.7,8.52,56.5,0.0,5.98,2023-01-14 09:00:00
530.65,3.47,4.34,12.83,39.13,0.0,4.45,2023-01-14 10:00:00
639.75,4.58,5.29,15.39,30.91,0.0,3.26,2023-01-14 11:00:00
681.35,5.01,5.8,16.75,28.97,0.0,2.06,2023-01-14 12:00:00
657.72,5.39,6.31,17.63,27.99,0.0,0.87,2023-01-14 13:00:00
566.75,5.67,6.73,18.01,27.61,0.0,0.8,2023-01-14 14:00:00
418.1,5.84,7.1,17.77,28.25,0.0,0.74,2023-01-14 15:00:00
226.8,4.93,7.24,16.43,33.3,0.0,0.67,2023-01-14 16:00:00
37.6,3.68,8.04,11.86,53.05,0.0,0.61,2023-01-14 17:00:00
0.0,4.16,9.16,10.18,59.45,0.0,0.54,2023-01-14 18:00:00
0.0,4.59,9.66,9.84,64.23,0.0,0.48,2023-01-14 19:00:00
0.0,4.89,9.45,9.36,72.96,0.0,0.41,2023-01-14 20:00:00
0.0,4.99,8.95,8.67,83.81,0.0,0.35,2023-01-14 21:00:00
0.0,4.96,8.54,8.07,93.63,0.0,0.28,2023-01-14 22:00:00
0.0,4.82,8.33,7.62,100.0,0.0,0.22,2023-01-14 23:00:00
0.0,4.99,8.11,7.86,100.0,0.0,0.15,2023-01-15 00:00:00
0.0,5.03,7.9,8.03,100.0,0.0,0.09,2023-01-15 01:00:00
0.0,5.03,7.9,8.09,100.0,0.0,0.02,2023-01-15 02:00:00
